PERIOD_BEGIN;PERIOD;VALOR;INSTR_TYPE;TYPE_OF_SECURITY;GK;DOMICILE;TAX_APPLICABILITY_333;TAX_PARTICULARITY_333;TAX_PECULIARITY_333;DELTA_SIX_CALC;DELTA_3RD_PARTY;NR_871M;DELTA_AT_ISSU_MIN_871M;DELTA_AT_ISSU_MAX_871M;NR_DELTA_AT_ISSU_E100_871M;NR_DELTA_AT_ISSU_G095_871M;NR_DELTA_AT_ISSU_G080_871M;NR_DELTA_AT_ISSU_G075_871M;NR_NON_871M;DELTA_AT_ISSU_MIN_NON_871M;DELTA_AT_ISSU_MAX_NON_871M;NR_DELTA_AT_ISSU_E100_NON_871M;NR_DELTA_AT_ISSU_G095_NON_871M;NR_DELTA_AT_ISSU_G080_NON_871M;NR_DELTA_AT_ISSU_G075_NON_871M;NR_XSD_297
20180605;d;60675738;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450363;4;Z;709030;333;34.0;;;-0.20329;;;;;;;;;;;;;;;;
20180605;d;61450382;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450384;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617735;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617660;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617677;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675721;4;Z;709030;333;34.0;;;0.02222;;;;;;;;;;;;;;;;
20180605;d;61511972;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450388;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675754;4;Z;709030;333;34.0;;;-0.03156;;;;;;;;;;;;;;;;
20180605;d;60675756;4;Z;709030;333;34.0;;;-0.02717;;;;;;;;;;;;;;;;
20180605;d;60675759;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617748;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617681;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450385;4;Z;709030;333;34.0;;;-0.0417;;;;;;;;;;;;;;;;
20180605;d;60675764;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675781;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617779;4;Z;709030;333;34.0;;;0.75068;;;;;;;;;;;;;;;;
20180605;d;60617788;4;Z;709030;333;34.0;;;-0.07731;;;;;;;;;;;;;;;;
20180605;d;61511973;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511977;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511984;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60617862;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450503;4;Z;709030;333;34.0;;;-0.47538;;;;;;;;;;;;;;;;
20180605;d;61512007;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450460;4;Z;709030;333;34.0;;;0.02583;;;;;;;;;;;;;;;;
20180605;d;61450463;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450471;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450481;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617893;4;Z;709030;333;34.0;;;0.81232;;;;;;;;;;;;;;;;
20180605;d;60319927;4;Z;709030;333;34.0;;;0.07708;;;;;;;;;;;;;;;;
20180605;d;60617844;4;Z;709030;333;34.0;;;-0.35781;;;;;;;;;;;;;;;;
20180605;d;61450478;4;Z;709030;333;34.0;;;0.15424;;;;;;;;;;;;;;;;
20180605;d;61450494;4;Z;709030;333;34.0;;;0.38551;;;;;;;;;;;;;;;;
20180605;d;60782512;4;Z;709030;333;34.0;;;-0.22258;;;;;;;;;;;;;;;;
20180605;d;60782516;4;Z;709030;333;34.0;;;-0.25389;;;;;;;;;;;;;;;;
20180605;d;61512028;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512039;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60675803;4;Z;709030;333;34.0;;;0.62322;;;;;;;;;;;;;;;;
20180605;d;60675804;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617848;4;Z;709030;333;34.0;;;-0.18146;;;;;;;;;;;;;;;;
20180605;d;60617859;4;Z;709030;333;34.0;;;0.03868;;;;;;;;;;;;;;;;
20180605;d;60675827;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617899;4;Z;709030;333;34.0;;;0.02017;;;;;;;;;;;;;;;;
20180605;d;61557272;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450496;4;Z;709030;333;34.0;;;0.34887;;;;;;;;;;;;;;;;
20180605;d;61450502;4;Z;709030;333;34.0;;;0.52665;;;;;;;;;;;;;;;;
20180605;d;61450507;4;Z;709030;333;34.0;;;-0.39819;;;;;;;;;;;;;;;;
20180605;d;60617974;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617978;4;Z;709030;333;34.0;;;-0.88425;;;;;;;;;;;;;;;;
20180605;d;60675853;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675931;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675870;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60440383;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675877;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675881;4;Z;709030;333;34.0;;;0.14463;;;;;;;;;;;;;;;;
20180605;d;60675886;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675890;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675895;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675944;4;Z;709030;333;34.0;;;-0.18968;;;;;;;;;;;;;;;;
20180605;d;60675948;4;Z;709030;333;34.0;;;-0.10702;;;;;;;;;;;;;;;;
20180605;d;60675995;4;Z;709030;333;34.0;;;0.88785;;;;;;;;;;;;;;;;
20180605;d;60675979;4;Z;709030;333;34.0;;;0.18027;;;;;;;;;;;;;;;;
20180605;d;60675984;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675985;4;Z;709030;333;34.0;;;0.13835;;;;;;;;;;;;;;;;
20180605;d;60440393;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675965;4;Z;709030;333;34.0;;;0.97523;;;;;;;;;;;;;;;;
20180605;d;60675961;4;Z;709030;333;34.0;;;0.92187;;;;;;;;;;;;;;;;
20180605;d;60676083;4;Z;709030;333;34.0;;;0.28617;;;;;;;;;;;;;;;;
20180605;d;60676066;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60320074;4;Z;709030;333;34.0;;;-0.53067;;;;;;;;;;;;;;;;
20180605;d;61557305;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557309;4;Z;709030;333;34.0;;;-0.011;;;;;;;;;;;;;;;;
20180605;d;61557322;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676048;4;Z;709030;333;34.0;;;-0.02109;;;;;;;;;;;;;;;;
20180605;d;60676049;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675999;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676001;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512085;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512093;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676114;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676098;4;Z;709030;333;34.0;;;-0.03274;;;;;;;;;;;;;;;;
20180605;d;60676099;4;Z;709030;333;34.0;;;0.9515;;;;;;;;;;;;;;;;
20180605;d;60676104;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676181;4;Z;709030;333;34.0;;;0.00971;;;;;;;;;;;;;;;;
20180605;d;61557333;4;Z;709030;333;34.0;;;-0.16957;;;;;;;;;;;;;;;;
20180605;d;61557337;4;Z;709030;333;34.0;;;-0.05525;;;;;;;;;;;;;;;;
20180605;d;1307825;12;6;6108;402;33.0;1.0;2.0;;1.0;;;;;;;;1.0;;;;;;;1.0
20180605;d;60879951;4;Z;709030;333;34.0;;;-0.03115;;;;;;;;;;;;;;;;
20180605;d;61717436;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;3102918;12;6;416131;939;33.0;1.0;1.0;;0.0;;;;;;;;;;;;;;;8.0
20180605;d;61452737;4;Z;709030;333;34.0;;;-0.23929;;;;;;;;;;;;;;;;
20180605;d;61452738;4;Z;709030;333;34.0;;;0.76769;;;;;;;;;;;;;;;;
20180605;d;60675330;4;Z;709030;333;34.0;;;-0.51427;;;;;;;;;;;;;;;;
20180605;d;61511843;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511850;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61452740;4;Z;709030;333;34.0;;;0.02781;;;;;;;;;;;;;;;;
20180605;d;61452741;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511838;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511840;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675477;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675479;4;Z;709030;333;34.0;;;0.19924;;;;;;;;;;;;;;;;
20180605;d;61511873;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675433;4;Z;709030;333;34.0;;;0.18133;;;;;;;;;;;;;;;;
20180605;d;60782487;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60782488;4;Z;709030;333;34.0;;;-0.08769;;;;;;;;;;;;;;;;
20180605;d;60782495;4;Z;709030;333;34.0;;;0.9103;;;;;;;;;;;;;;;;
20180605;d;60675385;4;Z;709030;333;34.0;;;0.43386;;;;;;;;;;;;;;;;
20180605;d;61511851;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511857;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511884;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511892;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675367;4;Z;709030;333;34.0;;;0.11693;;;;;;;;;;;;;;;;
20180605;d;61449982;4;Z;709030;333;34.0;;;0.06346;;;;;;;;;;;;;;;;
20180605;d;61449995;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61449991;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61449997;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450029;4;Z;709030;333;34.0;;;-0.11615;;;;;;;;;;;;;;;;
20180605;d;61450040;4;Z;709030;333;34.0;;;0.81514;;;;;;;;;;;;;;;;
20180605;d;61511904;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675388;4;Z;709030;333;34.0;;;-0.41314;;;;;;;;;;;;;;;;
20180605;d;61511921;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511931;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60617832;4;Z;709030;333;34.0;;;-0.97834;;;;;;;;;;;;;;;;
20180605;d;60617742;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617761;4;Z;709030;333;34.0;;;0.44129;;;;;;;;;;;;;;;;
20180605;d;60617648;4;Z;709030;333;34.0;;;-0.00853;;;;;;;;;;;;;;;;
20180605;d;61450117;4;Z;709030;333;34.0;;;-0.03638;;;;;;;;;;;;;;;;
20180605;d;61450126;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450128;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450026;4;Z;709030;333;34.0;;;0.83657;;;;;;;;;;;;;;;;
20180605;d;61450057;4;Z;709030;333;34.0;;;-0.05903;;;;;;;;;;;;;;;;
20180605;d;61450061;4;Z;709030;333;34.0;;;-0.04687;;;;;;;;;;;;;;;;
20180605;d;61450064;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450070;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450039;4;Z;709030;333;34.0;;;-0.13958;;;;;;;;;;;;;;;;
20180605;d;61450083;4;Z;709030;333;34.0;;;-0.7515;;;;;;;;;;;;;;;;
20180605;d;61450090;4;Z;709030;333;34.0;;;0.56817;;;;;;;;;;;;;;;;
20180605;d;61450092;4;Z;709030;333;34.0;;;0.51756;;;;;;;;;;;;;;;;
20180605;d;61450003;4;Z;709030;333;34.0;;;-0.49211;;;;;;;;;;;;;;;;
20180605;d;60675481;4;Z;709030;333;34.0;;;0.20728;;;;;;;;;;;;;;;;
20180605;d;61557222;4;Z;709030;333;34.0;;;0.92684;;;;;;;;;;;;;;;;
20180605;d;60675515;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511895;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511905;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675555;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675532;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675535;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675537;4;Z;709030;333;34.0;;;0.57731;;;;;;;;;;;;;;;;
20180605;d;60675539;4;Z;709030;333;34.0;;;0.74344;;;;;;;;;;;;;;;;
20180605;d;60617743;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450074;4;Z;709030;333;34.0;;;0.19463;;;;;;;;;;;;;;;;
20180605;d;61450075;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450080;4;Z;709030;333;34.0;;;0.22123;;;;;;;;;;;;;;;;
20180605;d;61450104;4;Z;709030;333;34.0;;;0.81137;;;;;;;;;;;;;;;;
20180605;d;61450109;4;Z;709030;333;34.0;;;-0.08638;;;;;;;;;;;;;;;;
20180605;d;61511943;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675599;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511954;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675663;4;Z;709030;333;34.0;;;0.30642;;;;;;;;;;;;;;;;
20180605;d;61450141;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675603;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675627;4;Z;709030;333;34.0;;;0.63426;;;;;;;;;;;;;;;;
20180605;d;61511949;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511950;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61450167;4;Z;709030;333;34.0;;;-0.11572;;;;;;;;;;;;;;;;
20180605;d;61450169;4;Z;709030;333;34.0;;;-0.03701;;;;;;;;;;;;;;;;
20180605;d;61557238;4;Z;709030;333;34.0;;;0.16626;;;;;;;;;;;;;;;;
20180605;d;61557247;4;Z;709030;333;34.0;;;-0.54677;;;;;;;;;;;;;;;;
20180605;d;61557251;4;Z;709030;333;34.0;;;-0.45586;;;;;;;;;;;;;;;;
20180605;d;61450260;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450267;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617642;4;Z;709030;333;34.0;;;-0.0169;;;;;;;;;;;;;;;;
20180605;d;61450236;4;Z;709030;333;34.0;;;0.64513;;;;;;;;;;;;;;;;
20180605;d;61450115;4;Z;709030;333;34.0;;;-0.0667;;;;;;;;;;;;;;;;
20180605;d;61450124;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450113;4;Z;709030;333;34.0;;;-0.07332;;;;;;;;;;;;;;;;
20180605;d;61450125;4;Z;709030;333;34.0;;;-0.00518;;;;;;;;;;;;;;;;
20180605;d;61450127;4;Z;709030;333;34.0;;;-0.03204;;;;;;;;;;;;;;;;
20180605;d;61450282;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450286;4;Z;709030;333;34.0;;;0.15312;;;;;;;;;;;;;;;;
20180605;d;61450185;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675653;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675660;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675501;4;Z;709030;333;34.0;;;0.49258;;;;;;;;;;;;;;;;
20180605;d;61450294;4;Z;709030;333;34.0;;;0.17985;;;;;;;;;;;;;;;;
20180605;d;61450302;4;Z;709030;333;34.0;;;0.66734;;;;;;;;;;;;;;;;
20180605;d;60675708;4;Z;709030;333;34.0;;;-0.11022;;;;;;;;;;;;;;;;
20180605;d;60675709;4;Z;709030;333;34.0;;;0.91284;;;;;;;;;;;;;;;;
20180605;d;60675715;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450195;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450208;4;Z;709030;333;34.0;;;0.02788;;;;;;;;;;;;;;;;
20180605;d;61450138;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450140;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450147;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450166;4;Z;709030;333;34.0;;;0.93;;;;;;;;;;;;;;;;
20180605;d;60675702;4;Z;709030;333;34.0;;;-0.9909;;;;;;;;;;;;;;;;
20180605;d;60675703;4;Z;709030;333;34.0;;;0.15038;;;;;;;;;;;;;;;;
20180605;d;60675529;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675538;4;Z;709030;333;34.0;;;-0.24266;;;;;;;;;;;;;;;;
20180605;d;61450234;4;Z;709030;333;34.0;;;0.7052;;;;;;;;;;;;;;;;
20180605;d;3497248;12;6;361630;402;41.0;;;;;;;;;;;;1.0;;;;;;;
20180605;d;60884296;4;Z;709030;333;34.0;;;-0.02797;;;;;;;;;;;;;;;;
20180605;d;61450248;4;Z;709030;333;34.0;;;0.87054;;;;;;;;;;;;;;;;
20180605;d;61450256;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557252;4;Z;709030;333;34.0;;;0.54415;;;;;;;;;;;;;;;;
20180605;d;60675640;4;Z;709030;333;34.0;;;-0.44317;;;;;;;;;;;;;;;;
20180605;d;61557255;4;Z;709030;333;34.0;;;-0.30525;;;;;;;;;;;;;;;;
20180605;d;61557261;4;Z;709030;333;34.0;;;-0.22962;;;;;;;;;;;;;;;;
20180605;d;60675749;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675618;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675626;4;Z;709030;333;34.0;;;-0.34613;;;;;;;;;;;;;;;;
20180605;d;61450318;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511996;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61512018;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60879999;4;Z;709030;333;34.0;;;0.01527;;;;;;;;;;;;;;;;
20180605;d;60675745;4;Z;709030;333;34.0;;;0.19276;;;;;;;;;;;;;;;;
20180605;d;60675746;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450356;4;Z;709030;333;34.0;;;0.19044;;;;;;;;;;;;;;;;
20180605;d;61450349;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450375;4;Z;709030;333;34.0;;;-0.10774;;;;;;;;;;;;;;;;
20180605;d;60617669;4;Z;709030;333;34.0;;;0.68809;;;;;;;;;;;;;;;;
20180605;d;60617757;4;Z;709030;333;34.0;;;0.35905;;;;;;;;;;;;;;;;
20180605;d;60675725;4;Z;709030;333;34.0;;;0.03662;;;;;;;;;;;;;;;;
20180605;d;60675726;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617647;4;Z;709030;333;34.0;;;0.99517;;;;;;;;;;;;;;;;
20180605;d;61511957;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511962;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511964;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511966;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675758;4;Z;709030;333;34.0;;;-0.0236;;;;;;;;;;;;;;;;
20180605;d;60675762;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617744;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617691;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450379;4;Z;709030;333;34.0;;;-0.08127;;;;;;;;;;;;;;;;
20180605;d;61450381;4;Z;709030;333;34.0;;;-0.05592;;;;;;;;;;;;;;;;
20180605;d;60675772;4;Z;709030;333;34.0;;;-0.35749;;;;;;;;;;;;;;;;
20180605;d;60675773;4;Z;709030;333;34.0;;;0.62224;;;;;;;;;;;;;;;;
20180605;d;61511967;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511971;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511975;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60617849;4;Z;709030;333;34.0;;;0.7877;;;;;;;;;;;;;;;;
20180605;d;61450506;4;Z;709030;333;34.0;;;0.59573;;;;;;;;;;;;;;;;
20180605;d;61511989;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60617869;4;Z;709030;333;34.0;;;0.06411;;;;;;;;;;;;;;;;
20180605;d;60617903;4;Z;709030;333;34.0;;;0.00942;;;;;;;;;;;;;;;;
20180605;d;60319931;4;Z;709030;333;34.0;;;0.09937;;;;;;;;;;;;;;;;
20180605;d;60617835;4;Z;709030;333;34.0;;;0.15632;;;;;;;;;;;;;;;;
20180605;d;60322290;4;Z;709030;333;34.0;;;0.15311;;;;;;;;;;;;;;;;
20180605;d;61512025;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512035;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557276;4;Z;709030;333;34.0;;;0.03599;;;;;;;;;;;;;;;;
20180605;d;61450500;4;Z;709030;333;34.0;;;0.42045;;;;;;;;;;;;;;;;
20180605;d;61557283;4;Z;709030;333;34.0;;;-0.00399;;;;;;;;;;;;;;;;
20180605;d;60617867;4;Z;709030;333;34.0;;;0.03018;;;;;;;;;;;;;;;;
20180605;d;60617902;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512029;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512036;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61512038;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61512044;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60675844;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675846;4;Z;709030;333;34.0;;;-0.7746;;;;;;;;;;;;;;;;
20180605;d;60675854;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60440381;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675864;4;Z;709030;333;34.0;;;-0.17946;;;;;;;;;;;;;;;;
20180605;d;60675866;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675868;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675869;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617991;4;Z;709030;333;34.0;;;0.64052;;;;;;;;;;;;;;;;
20180605;d;60440386;4;Z;709030;333;34.0;;;0.0031;;;;;;;;;;;;;;;;
20180605;d;60675875;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675878;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675896;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675938;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675946;4;Z;709030;333;34.0;;;-0.04833;;;;;;;;;;;;;;;;
20180605;d;60675993;4;Z;709030;333;34.0;;;0.76353;;;;;;;;;;;;;;;;
20180605;d;60675983;4;Z;709030;333;34.0;;;0.17759;;;;;;;;;;;;;;;;
20180605;d;10140823;12;6;416131;939;33.0;1.0;1.0;;0.0;;;;;;;;1.0;;;;;;;7.0
20180605;d;60675964;4;Z;709030;333;34.0;;;-0.01621;;;;;;;;;;;;;;;;
20180605;d;60675978;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;10716405;12;6;26338;1;33.0;1.0;1.0;;;;;;;;;;1.0;;;;;;;6.0
20180605;d;60675954;4;Z;709030;333;34.0;;;-0.3831;;;;;;;;;;;;;;;;
20180605;d;3617752;12;6;620002;333;41.0;;;;;;;;;;;;1.0;;;;;;;71.0
20180605;d;60782527;4;Z;709030;333;34.0;;;0.73067;;;;;;;;;;;;;;;;
20180605;d;60676075;4;Z;709030;333;34.0;;;0.67321;;;;;;;;;;;;;;;;
20180605;d;60676079;4;Z;709030;333;34.0;;;0.98;;;;;;;;;;;;;;;;
20180605;d;60676085;4;Z;709030;333;34.0;;;0.43343;;;;;;;;;;;;;;;;
20180605;d;60676011;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676074;4;Z;709030;333;34.0;;;-0.42903;;;;;;;;;;;;;;;;
20180605;d;61557288;4;Z;709030;333;34.0;;;0.93908;;;;;;;;;;;;;;;;
20180605;d;61557294;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557299;4;Z;709030;333;34.0;;;-0.0061;;;;;;;;;;;;;;;;
20180605;d;61557306;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676046;4;Z;709030;333;34.0;;;-0.12965;;;;;;;;;;;;;;;;
20180605;d;60676002;4;Z;709030;333;34.0;;;-0.09966;;;;;;;;;;;;;;;;
20180605;d;61512069;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512076;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
